loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,annual_inc,issue_d,loan_status,monthly_income,emp_industry,age
24000, 60 months,16.14,585.43,C,C4,Manager,10+ years,139000,Sep-18,FALSE,11583.333333333334,other,40
28000, 60 months,28.72,884.01,F,F1,Management Analyst,10+ years,129869,Feb-18,FALSE,10822.416666666666,other,47
16050, 36 months,6.11,489.08,A,A1,AP/ Payroll,3 years,43000,Aug-18,FALSE,3583.3333333333335,other,29
24000, 60 months,16.02,583.89,C,C5,LT.,10+ years,98000,Feb-18,FALSE,8166.666666666667,other,58
3800, 36 months,7.21,117.7,A,A3,owner,8 years,50000,Jul-18,FALSE,4166.666666666667,other,33
9600, 36 months,11.05,314.52,B,B4,Csr,10+ years,57000,Jun-18,FALSE,4750,other,52
6600, 36 months,19.92,245.02,D,D3,Markting Director,5 years,100000,Dec-18,FALSE,8333.333333333334,other,43
20000, 36 months,15.04,693.7,C,C4,Health care administrator,10+ years,110000,Mar-18,FALSE,9166.666666666666,other,49
3600, 36 months,11.99,119.56,B,B5,Sr Title Examiner,3 years,52000,Feb-18,FALSE,4333.333333333333,other,35
20000, 36 months,16.14,704.53,C,C4,other,,42000,Aug-18,FALSE,3500,other,26
2200, 36 months,19.42,81.12,D,D3,Data Entry Clerk,< 1 year,25000,Apr-18,FALSE,2083.3333333333335,other,21
25000, 36 months,6.11,761.8,A,A1,Maintenance Manager,10+ years,120000,Sep-18,FALSE,10000,other,35
23000, 60 months,13.59,530.3,C,C2,Owner,6 years,48000,Feb-18,FALSE,4000,other,29
31200, 60 months,9.93,661.84,B,B2,Partner Physician,10+ years,300000,Feb-18,FALSE,25000,other,53
40000, 36 months,6.72,1229.97,A,A3,Lab Manager,4 years,123000,Feb-18,FALSE,10250,other,33
5000, 36 months,15.02,173.38,C,C3,Program Coordinator,6 years,95000,Aug-18,FALSE,7916.666666666667,other,46
10000, 36 months,14.52,344.31,C,C3,Police officer ,4 years,59000,Jun-18,FALSE,4916.666666666667,other,56
27000, 36 months,5.31,812.98,A,A1,Police Agent,2 years,85363,Mar-18,FALSE,7113.583333333333,other,35
10000, 36 months,6.11,304.72,A,A1,assis. deputy of operations,10+ years,60500,Aug-18,FALSE,5041.666666666667,other,38
12000, 36 months,7.84,375.16,A,A4,other,< 1 year,139607,Oct-18,FALSE,11633.916666666666,other,38
16000, 36 months,15.04,554.96,C,C4,Direct Support Professional,8 years,25000,May-18,FALSE,2083.3333333333335,other,23
35000, 36 months,7.96,1096.13,A,A5,Internet manager,< 1 year,66000,Mar-18,FALSE,5500,other,56
2000, 36 months,13.56,67.93,C,C1,Customer Service Team Leader,6 years,50000,Dec-18,FALSE,4166.666666666667,other,29
8000, 36 months,9.43,256.01,B,B1,CABLE TECH,5 years,42000,Apr-18,FALSE,3500,other,27
7700, 36 months,10.33,249.66,B,B1,Helmsman,2 years,55000,Dec-18,FALSE,4583.333333333333,other,53
12000, 60 months,11.55,264.22,B,B4,Instructor,10+ years,63552,Aug-18,FALSE,5296,other,40
9600, 36 months,12.73,322.22,B,B5,other,,2400,Sep-18,FALSE,200,other,19
5300, 36 months,24.37,208.97,E,E2,General Manager,2 years,64000,Sep-18,FALSE,5333.333333333333,other,45
25000, 36 months,10.08,807.62,B,B1,Customer Success Manager,2 years,105000,Aug-18,TRUE,8750,other,50
20000, 36 months,7.34,620.66,A,A4,Fire Prevention Analyst,10+ years,121000,Mar-18,FALSE,10083.333333333334,other,47
39350, 36 months,6.07,1198.36,A,A2,Electrician,10+ years,120000,Apr-18,FALSE,10000,other,59
9600, 36 months,10.47,311.89,B,B2,Health Care Provider,10+ years,55000,Aug-18,FALSE,4583.333333333333,other,52
16000, 60 months,15.05,381.06,C,C4,Teacher,10+ years,99000,Feb-18,FALSE,8250,other,36
10800, 36 months,10.41,350.57,B,B3,Sales,7 years,80000,Mar-18,FALSE,6666.666666666667,other,61
5000, 36 months,15.04,173.43,C,C4,Licensed practical nurse,3 years,48000,Mar-18,FALSE,4000,other,28
3200, 36 months,6.11,97.51,A,A1,Sporting Goods Associate,2 years,26000,Oct-18,FALSE,2166.6666666666665,other,21
19600, 60 months,12.73,443.26,B,B5,Management Analyst,9 years,140000,Aug-18,FALSE,11666.666666666666,other,50
16000, 36 months,15.05,555.04,C,C4,HR Business Partner,< 1 year,65000,Jan-18,FALSE,5416.666666666667,other,57
5000, 36 months,7.21,154.87,A,A3,Human Resource Manager,10+ years,52000,Oct-18,FALSE,4333.333333333333,other,33
10000, 36 months,13.58,339.74,C,C2,Case manager,< 1 year,45673,Apr-18,FALSE,3806.0833333333335,other,29
4800, 36 months,11.99,159.41,B,B5,other,,40000,Mar-18,FALSE,3333.3333333333335,other,24
20000, 60 months,14.47,470.26,C,C2,Forklift Operator,3 years,90000,Nov-18,FALSE,7500,other,49
15000, 60 months,21.85,413.01,D,D5,other,,32400,May-18,FALSE,2700,other,24
6000, 36 months,14.47,206.44,C,C2,supervisor ,10+ years,40000,Nov-18,FALSE,3333.3333333333335,other,25
15000, 36 months,7.21,464.6,A,A3,Operations Manager,6 years,104000,Oct-18,FALSE,8666.666666666666,other,44
11050, 36 months,6.07,336.52,A,A2,International service manager,10+ years,124000,Apr-18,FALSE,10333.333333333334,other,51
20000, 36 months,8.46,630.99,A,A5,Registered Nurse,10+ years,152139,Aug-18,FALSE,12678.25,other,41
21750, 36 months,20.39,812.64,D,D4,Manager ,10+ years,58158,Apr-18,TRUE,4846.5,other,61
13000, 60 months,10.47,279.23,B,B2,Associate,1 year,85000,Aug-18,FALSE,7083.333333333333,other,55
16000, 36 months,15.02,554.81,C,C3,Structured Finance Senior Analyst,1 year,103000,Nov-18,FALSE,8583.333333333334,other,44
11525, 36 months,7.84,360.31,A,A4,Counselor,< 1 year,53000,Aug-18,FALSE,4416.666666666667,other,30
2000, 36 months,7.56,62.27,A,A3,Security Coordinator ,2 years,24000,Nov-18,FALSE,2000,other,21
6500, 36 months,7.96,203.57,A,A5,Patron Services,2 years,35000,Mar-18,FALSE,2916.6666666666665,other,26
27000, 60 months,18.94,699.51,D,D2,Vice president Compliance Officer,1 year,60000,Oct-18,FALSE,5000,other,57
9000, 36 months,6.46,275.68,A,A1,Superintendent/principal,2 years,53800,Dec-18,FALSE,4483.333333333333,other,33
32000, 36 months,11.8,1059.81,B,B4,Cyber Compliance and Security Lead,7 years,70000,Dec-18,FALSE,5833.333333333333,other,50
28000, 36 months,7.02,864.82,A,A2,Financial Analyst ,2 years,73000,Nov-18,FALSE,6083.333333333333,other,53
21000, 60 months,11.06,457.22,B,B3,Performance Quality Manager,10+ years,80000,Oct-18,FALSE,6666.666666666667,other,37
40000, 36 months,7.84,1250.51,A,A4,Operator ,10+ years,190000,Oct-18,FALSE,15833.333333333334,other,58
30000, 60 months,17.47,753.18,D,D1,senior loan auditor,10+ years,55000,Mar-18,TRUE,4583.333333333333,other,56
3000, 36 months,9.43,96.01,B,B1,Delivery Driver,1 year,60000,Mar-18,FALSE,5000,other,42
12000, 36 months,16.14,422.72,C,C4,ADMIN ASST,10+ years,37000,Sep-18,FALSE,3083.3333333333335,other,26
15000, 60 months,10.72,324.05,B,B2,Plumber,10+ years,59000,Dec-18,FALSE,4916.666666666667,other,47
3000, 36 months,6.11,91.42,A,A1,other,,80000,Sep-18,FALSE,6666.666666666667,other,53
2100, 36 months,11.06,68.82,B,B3,Produce Associate,2 years,40000,Aug-18,FALSE,3333.3333333333335,other,25
15600, 36 months,16.91,555.49,C,C5,Real Estate Agent ,2 years,100000,Oct-18,FALSE,8333.333333333334,other,43
7000, 36 months,6.11,213.31,A,A1,Attorney,4 years,97000,Aug-18,FALSE,8083.333333333333,other,48
16800, 36 months,7.21,520.35,A,A3,Accountant ,10+ years,106000,Oct-18,FALSE,8833.333333333334,other,41
7000, 36 months,5.32,210.81,A,A1,COO,5 years,135000,Jan-18,FALSE,11250,other,36
10000, 36 months,8.46,315.5,A,A5,Receiver ,10+ years,72000,Nov-18,FALSE,6000,other,58
10600, 36 months,8.81,336.15,A,A5,Metrology Technician,10+ years,55000,Dec-18,FALSE,4583.333333333333,other,36
21000, 60 months,9.43,440.33,B,B1,Owner,5 years,35000,May-18,FALSE,2916.6666666666665,other,22
12000, 36 months,6.67,368.72,A,A2,Driver,10+ years,75000,Aug-18,FALSE,6250,other,58
4000, 36 months,6.83,123.2,A,A3,Teller supervisor,1 year,36000,Jun-18,FALSE,3000,other,24
11500, 36 months,18.94,421.2,D,D2,Logistics Coordinator,1 year,37500,Nov-18,FALSE,3125,other,26
15000, 36 months,9.43,480.01,B,B1,Senior Manager,10+ years,80000,Apr-18,FALSE,6666.666666666667,other,41
16000, 36 months,6.11,487.55,A,A1,other,< 1 year,80000,Aug-18,FALSE,6666.666666666667,other,43
35000, 36 months,16.91,1246.28,C,C5,Administrative Assistant,3 years,50000,Sep-18,FALSE,4166.666666666667,other,32
24000, 60 months,9.43,503.23,B,B1,General Manager,10+ years,46592,Feb-18,FALSE,3882.6666666666665,other,32
21000, 36 months,7.84,656.52,A,A4,G.M,5 years,72000,Oct-18,FALSE,6000,other,60
3500, 36 months,7.46,108.81,A,A4,Business Off Manager,10+ years,34320,Jun-18,FALSE,2860,other,24
15000, 36 months,17.47,538.31,D,D1,Sales Manager,10+ years,130000,May-18,FALSE,10833.333333333334,other,60
2250, 36 months,15.04,78.05,C,C4,IT DIrector,3 years,51080,Mar-18,FALSE,4256.666666666667,other,33
40000, 60 months,14.08,932.39,C,C3,Crisis Line Responder,10+ years,61604.98,Mar-18,FALSE,5133.748333333334,other,33
16000, 60 months,15.49,384.77,C,C4,BRIDGE CONSTRUCTION,10+ years,85000,Jun-18,FALSE,7083.333333333333,other,39
25000, 36 months,23.4,972.97,E,E1,Head Grower,1 year,101000,Dec-18,FALSE,8416.666666666666,other,42
28000, 36 months,11.06,917.48,B,B3,I&C Tech,6 years,120000,Aug-18,FALSE,10000,other,52
19200, 36 months,17.09,685.4,D,D1,Project Manager,< 1 year,112000,Feb-18,FALSE,9333.333333333334,other,38
20000, 36 months,11.55,660,B,B4,Operations Supervisor,10+ years,124000,Sep-18,FALSE,10333.333333333334,other,45
4000, 36 months,11.8,132.48,B,B4,Nurse Practitioner,< 1 year,120000,Dec-18,FALSE,10000,other,60
32000, 60 months,12.98,727.78,B,B5,Social Worker,5 years,65000,Nov-18,FALSE,5416.666666666667,other,46
15000, 60 months,16.46,368.45,C,C5,Asset Manager,2 years,50880,May-18,FALSE,4240,other,34
10000, 36 months,12.13,332.77,B,B5,Teachet,2 years,87000,May-18,FALSE,7250,other,39
4000, 36 months,12.73,134.26,B,B5,Bank Teller,4 years,28000,Sep-18,FALSE,2333.3333333333335,other,22
20000, 36 months,18.94,732.52,D,D2,Sales,3 years,87500,Nov-18,FALSE,7291.666666666667,other,53
15000, 36 months,9.92,483.45,B,B2,Operator,5 years,100000,Mar-18,FALSE,8333.333333333334,other,39
9000, 36 months,7.97,281.91,A,A5,Operator,10+ years,100000,Feb-18,FALSE,8333.333333333334,other,58
20000, 60 months,7.35,399.34,A,A4,Corporate Recruiter,4 years,85000,Feb-18,FALSE,7083.333333333333,other,37
12500, 36 months,6.67,384.09,A,A2,Assistant Account Representative,2 years,55000,Oct-18,FALSE,4583.333333333333,other,42
2400, 36 months,11.98,79.7,B,B5,Radiologic Technologist ,2 years,50000,Mar-18,FALSE,4166.666666666667,other,32
24000, 60 months,16.14,585.43,C,C4,Senior Technical Consultant,5 years,135000,Sep-18,FALSE,11250,other,45
20000, 36 months,7.21,619.47,A,A3,Social media manager ,2 years,50000,Sep-18,FALSE,4166.666666666667,other,31
40000, 60 months,9.58,841.64,B,B1,Veterans Service Representative,10+ years,75700,Jul-18,FALSE,6308.333333333333,other,51
10000, 36 months,14.07,342.12,C,C3,RN-Clinic Manager,10+ years,140000,Mar-18,FALSE,11666.666666666666,other,56
25000, 60 months,6.11,484.6,A,A1, Maintenance ,10+ years,85000,Aug-18,FALSE,7083.333333333333,other,53
10000, 36 months,9.58,320.71,B,B1,Salrs,< 1 year,95000,Jul-18,FALSE,7916.666666666667,other,39
10000, 36 months,7.97,313.23,A,A5,IT Director,3 years,150000,Feb-18,FALSE,12500,other,43
10000, 60 months,14.07,233.05,C,C3,other,,65000,Mar-18,TRUE,5416.666666666667,other,54
7000, 36 months,6.46,214.42,A,A1,other,,5000,Dec-18,FALSE,416.6666666666667,other,18
35000, 36 months,10.42,1136.27,B,B3,Parts Manager,10+ years,56000,Jan-18,FALSE,4666.666666666667,other,57
15000, 36 months,10.07,484.51,B,B2,Project Superintendent ,< 1 year,140000,May-18,FALSE,11666.666666666666,other,43
25000, 36 months,11.55,825,B,B4,Construction Manager,3 years,95000,Nov-18,FALSE,7916.666666666667,other,36
12000, 36 months,7.21,371.68,A,A3,SERVICE MANAGER,10+ years,80000,Aug-18,FALSE,6666.666666666667,other,37
10000, 36 months,6.71,307.45,A,A3,Executive Assistant,10+ years,80000,Apr-18,FALSE,6666.666666666667,other,57
20000, 36 months,10.08,646.1,B,B1,other,,48000,Oct-18,FALSE,4000,other,28
35000, 60 months,10.47,751.77,B,B2,Regional Manager,3 years,102000,Jul-18,FALSE,8500,other,45
12000, 60 months,28.72,378.86,F,F1,Operations Manager,2 years,102000,Jun-18,FALSE,8500,other,55
12000, 36 months,6.11,365.67,A,A1,President,5 years,100000,Sep-18,FALSE,8333.333333333334,other,39
15000, 60 months,27.27,460.46,E,E5,Escrow Processor,2 years,45000,Aug-18,FALSE,3750,other,29
25000, 36 months,7.46,777.2,A,A4,Urology Sales Specialist,< 1 year,114000,Jun-18,FALSE,9500,other,49
3725, 36 months,7.21,115.38,A,A3,Assistant Attorney General,< 1 year,77000,Jul-18,FALSE,6416.666666666667,other,34
25000, 36 months,6.19,762.71,A,A2,Owner,4 years,32000,Jun-18,FALSE,2666.6666666666665,other,25
12000, 60 months,15.02,285.61,C,C3,Associate Director of Contracts,10+ years,180000,Sep-18,FALSE,15000,other,48
5000, 36 months,13.56,169.83,C,C1,Sales Associate,10+ years,35000,Aug-18,FALSE,2916.6666666666665,other,21
30000, 60 months,28.72,947.15,F,F1,SHIPPING & RECEIVING DEPT.,3 years,40000,Aug-18,TRUE,3333.3333333333335,other,25
11000, 60 months,11.06,239.5,B,B3,Project Coordinator,10+ years,54300,Jul-18,FALSE,4525,other,35
12000, 36 months,14.47,412.88,C,C2,Supervisor,10+ years,64000,Sep-18,FALSE,5333.333333333333,other,47
20000, 36 months,6.11,609.44,A,A1,Claim Specialist,10+ years,175000,Aug-18,FALSE,14583.333333333334,other,44
20000, 36 months,10.42,649.3,B,B3,GM,7 years,46000,Feb-18,FALSE,3833.3333333333335,other,29
25000, 60 months,19.92,661.24,D,D3,Benefits Analyst,10+ years,110000,Sep-18,FALSE,9166.666666666666,other,57
28000, 36 months,13.59,951.41,C,C2,FORKLIFT DRIVER,10+ years,55000,Jan-18,FALSE,4583.333333333333,other,37
6000, 36 months,13.56,203.79,C,C1,Porter,1 year,50000,Jul-18,FALSE,4166.666666666667,other,33
8000, 36 months,7.84,250.11,A,A4,Registered Nurse,3 years,75000,Jul-18,FALSE,6250,other,40
30000, 36 months,7.35,931.13,A,A4,Senior RF Engineer,4 years,90000,Jan-18,FALSE,7500,other,50
10600, 36 months,10.08,342.44,B,B1,Waiter,5 years,70000,Aug-18,FALSE,5833.333333333333,other,60
7500, 36 months,10.07,242.26,B,B2,Office Manager,10+ years,122207,Jun-18,FALSE,10183.916666666666,other,55
10000, 36 months,10.33,324.23,B,B1,other,,42000,Nov-18,FALSE,3500,other,27
25000, 36 months,10.08,807.62,B,B1,Senior Engineering Technician,1 year,100000,Oct-18,FALSE,8333.333333333334,other,47
15000, 36 months,12.13,499.15,B,B5,Senior Account Manager,5 years,80000,Jun-18,FALSE,6666.666666666667,other,52
15000, 36 months,9.93,483.52,B,B2,administrator,10+ years,85000,Jan-18,FALSE,7083.333333333333,other,42
6000, 36 months,6.72,184.5,A,A3,Assistant Manager,4 years,35000,Jan-18,FALSE,2916.6666666666665,other,25
9500, 36 months,7.35,294.86,A,A4,Server,1 year,35000,Jan-18,FALSE,2916.6666666666665,other,24
4800, 36 months,7.96,150.33,A,A5,CNA,1 year,20000,Apr-18,FALSE,1666.6666666666667,other,18
38000, 60 months,14.47,893.49,C,C2,Legal Assistant,10+ years,175000,Jul-18,FALSE,14583.333333333334,other,57
13000, 36 months,7.46,404.15,A,A4,Production Manager,< 1 year,70000,May-18,FALSE,5833.333333333333,other,47
4200, 36 months,20.39,156.93,D,D4,other,,15000,Mar-18,FALSE,1250,other,18
9600, 36 months,11.98,318.77,B,B5,Sr Computer Operator ,8 years,41000,Mar-18,FALSE,3416.6666666666665,other,26
5500, 36 months,13.56,186.81,C,C1,Legal Assistant,4 years,59000,Aug-18,FALSE,4916.666666666667,other,49
40000, 60 months,14.47,940.51,C,C2,Financial Advisor,4 years,475000,Aug-18,FALSE,39583.333333333336,other,54
18650, 36 months,13.06,628.94,C,C1,Project Manager,10+ years,92400,May-18,FALSE,7700,other,39
10000, 36 months,14.47,344.07,C,C2,Reynolds school District ,10+ years,70000,Aug-18,FALSE,5833.333333333333,other,36
10000, 36 months,7.35,310.38,A,A4,receptionist,4 years,42000,Jan-18,FALSE,3500,other,26
5000, 36 months,13.56,169.83,C,C1,other,,54000,Sep-18,FALSE,4500,other,31
14400, 60 months,14.47,338.59,C,C2,Teacher,8 years,54000,Dec-18,FALSE,4500,other,30
35000, 36 months,16.14,1232.92,C,C4,Line repairman,10+ years,110000,Dec-18,FALSE,9166.666666666666,other,37
12000, 36 months,9.93,386.82,B,B2,Mechanic ,4 years,86000,Feb-18,FALSE,7166.666666666667,other,55
5000, 36 months,14.47,172.04,C,C2,Assistant Director,10+ years,33600,Jul-18,FALSE,2800,other,24
15000, 60 months,19.92,396.75,D,D3,it,5 years,58000,Sep-18,FALSE,4833.333333333333,other,35
8500, 36 months,12.98,286.32,B,B5,District Coordinator,9 years,95000,Nov-18,FALSE,7916.666666666667,other,37
10000, 36 months,6.67,307.27,A,A2,Peer Specialist,3 years,45000,Sep-18,FALSE,3750,other,28
35000, 36 months,16.01,1230.67,C,C5,Team Lead IT,8 years,86000,Feb-18,FALSE,7166.666666666667,other,54
10000, 36 months,7.21,309.74,A,A3,Assistant Project Manager,1 year,85800,Aug-18,FALSE,7150,other,46
9050, 36 months,23.4,352.22,E,E1,Financial advisor,10+ years,285000,Dec-18,FALSE,23750,other,37
12000, 36 months,16.91,427.3,C,C5,other,,36000,Oct-18,FALSE,3000,other,26
6000, 36 months,15.02,208.06,C,C3,Custodial Engineer,5 years,25000,Aug-18,FALSE,2083.3333333333335,other,22
20000, 60 months,13.56,460.82,C,C1,Program Manager III,3 years,79300,Dec-18,FALSE,6608.333333333333,other,58
10000, 60 months,18.45,256.39,D,D2,program manager,3 years,38400,Jun-18,FALSE,3200,other,23
35000, 36 months,9.43,1120.01,B,B1,other,,120000,Mar-18,FALSE,10000,other,47
5000, 36 months,10.47,162.45,B,B2,Billing Manager,7 years,38000,Oct-18,FALSE,3166.6666666666665,other,23
1200, 36 months,21.85,45.74,D,D5,Receptionist ,< 1 year,28392,May-18,FALSE,2366,other,19
30800, 36 months,7.84,962.89,A,A4,PD Administrative Division Manager,9 years,75000,Sep-18,FALSE,6250,other,39
12000, 36 months,14.03,410.31,C,C2,Media Operator,10+ years,120000,Jun-18,FALSE,10000,other,55
6000, 36 months,23.4,233.52,E,E1,other,,32000,Dec-18,FALSE,2666.6666666666665,other,25
10000, 36 months,6.08,304.59,A,A2,Sr. Software Engineer,2 years,121000,Jan-18,FALSE,10083.333333333334,other,44
18000, 36 months,7.21,557.52,A,A3,Production supervisor ,9 years,53000,Aug-18,FALSE,4416.666666666667,other,32
18000, 36 months,10.33,583.61,B,B1,other,,42000,Nov-18,FALSE,3500,other,27
9600, 36 months,10.08,310.13,B,B1,Registered Nurse,2 years,55000,Jul-18,FALSE,4583.333333333333,other,38
15000, 60 months,16.91,372.07,C,C5,Registered Nurse,5 years,66000,Oct-18,FALSE,5500,other,43
35000, 60 months,15.49,841.68,C,C4,Lieutenant Colonel,10+ years,150000,Jun-18,FALSE,12500,other,50
8000, 36 months,10.9,261.54,B,B4,Machine Operator,4 years,30000,Apr-18,FALSE,2500,other,23
15000, 36 months,20.39,560.44,D,D4,Business Banker,4 years,180000,Apr-18,TRUE,15000,other,39
25000, 36 months,5.31,752.76,A,A1,Deputy Chief,10+ years,170000,Apr-18,FALSE,14166.666666666666,other,47
9050, 36 months,19.42,333.67,D,D3,Sales Consultant,6 years,51000,May-18,FALSE,4250,other,31
10000, 60 months,12.73,226.16,B,B5,Receiving Department,4 years,30000,Sep-18,FALSE,2500,other,24
20000, 36 months,11.31,657.72,B,B3,Helper in the kitchen,1 year,15000,Dec-18,FALSE,1250,other,19
12000, 36 months,8.81,380.54,A,A5,Human Resource director,10+ years,35000,Dec-18,FALSE,2916.6666666666665,other,24
30000, 36 months,21.85,1143.39,D,D5,Chemist II,5 years,70000,May-18,FALSE,5833.333333333333,other,47
20000, 36 months,16.14,704.53,C,C4,bus driver and yard maintenance,8 years,50000,Nov-18,FALSE,4166.666666666667,other,33
30000, 36 months,17.47,1076.62,D,D1,Legal Secretary,2 years,90000,Mar-18,FALSE,7500,other,39
25000, 36 months,6.11,761.8,A,A1,Assistant Counsel to the Governor ,3 years,141500,Oct-18,FALSE,11791.666666666666,other,39
5000, 36 months,7.34,155.17,A,A4,Contract Negotiator ,3 years,64000,Feb-18,FALSE,5333.333333333333,other,44
29400, 60 months,10.47,631.49,B,B2,other,,40000,Sep-18,FALSE,3333.3333333333335,other,26
14000, 60 months,12.62,315.83,C,C1,other,,19000,Feb-18,FALSE,1583.3333333333333,other,19
10000, 36 months,6.46,306.31,A,A1,Reliability tech. Lead,10+ years,65000,Nov-18,FALSE,5416.666666666667,other,52
16000, 36 months,18.45,582.06,D,D2,teacher,1 year,72000,May-18,FALSE,6000,other,47
24000, 36 months,17.97,867.3,D,D1,Consultant ,7 years,70000,Aug-18,FALSE,5833.333333333333,other,38
40000, 36 months,6.11,1218.88,A,A1,crane operator,10+ years,60000,Sep-18,FALSE,5000,other,40
13000, 36 months,11.98,431.67,B,B5,Fire Alarm Inspector ,10+ years,50000,Apr-18,FALSE,4166.666666666667,other,34
14000, 60 months,22.35,389.46,D,D5,PROCESSOR,1 year,73000,Jul-18,FALSE,6083.333333333333,other,42
18000, 60 months,18.94,466.34,D,D2,Service Coordinator,10+ years,100000,Oct-18,FALSE,8333.333333333334,other,58
